frame,cam_x,cam_y,cam_z,visible_chunks,num_visible,gpu_anchors_before,gpu_anchors_after,loaded_chunks,num_loaded,evicted_chunks,num_evicted,evicted_access_times,evicted_anchor_counts
0,619.30,17.06,1.00,183|184|185,3,10809,10809,,0,,0,,
1,618.92,18.49,1.40,179|183|184|185,4,10809,16673,179,1,,0,,
2,618.62,18.84,1.45,179|183|184|185,4,16673,16673,,0,,0,,
3,618.34,19.98,1.36,179|183|184|185,4,16673,16673,,0,,0,,
4,617.98,21.21,1.33,179|183|184|185,4,16673,16673,,0,,0,,
5,618.10,21.02,1.09,179|183|184|185,4,16673,16673,,0,,0,,
6,617.26,22.50,1.42,179|183|184|185,4,16673,16673,,0,,0,,
7,617.63,23.87,0.94,179|183|184|185,4,16673,16673,,0,,0,,
8,617.06,24.20,1.37,179|183|184|185,4,16673,16673,,0,,0,,
9,616.66,25.38,1.16,179|183|184|185,4,16673,16673,,0,,0,,
10,616.90,25.89,1.31,179|183|184|185,4,16673,16673,,0,,0,,
11,616.54,26.56,1.35,179|183|184|185,4,16673,16673,,0,,0,,
12,615.90,27.59,1.12,179|183|184|185,4,16673,16673,,0,,0,,
13,616.07,28.78,1.28,179|184|185,3,16673,16673,,0,,0,,
14,616.11,29.25,1.14,179|183|184|185,4,16673,16673,,0,,0,,
15,615.53,30.18,1.35,179|183|184|185,4,16673,16673,,0,,0,,
16,615.03,30.89,1.42,179|184|185,3,16673,16673,,0,,0,,
17,614.85,31.86,1.32,179|184|185,3,16673,16673,,0,,0,,
18,614.79,32.61,1.04,179|184|185,3,16673,16673,,0,,0,,
19,614.87,33.69,1.27,179|184|185,3,16673,16673,,0,,0,,
20,614.21,33.93,1.23,179|184|185,3,16673,16673,,0,,0,,
21,614.34,35.58,1.24,179|184|185,3,16673,16673,,0,,0,,
22,614.18,36.29,1.43,179|180|184|185,4,16673,20896,180,1,,0,,
23,613.55,36.25,1.46,179|180|184|185,4,20896,20896,,0,,0,,
24,613.49,37.80,1.23,179|180|184|185,4,20896,20896,,0,,0,,
25,613.54,39.23,1.41,179|180|184|185,4,20896,20896,,0,,0,,
26,613.31,39.55,1.49,179|180|184|185,4,20896,20896,,0,,0,,
27,612.77,40.38,1.32,179|180|184|185,4,20896,20896,,0,,0,,
28,612.68,41.41,1.35,179|180|184|185,4,20896,20896,,0,,0,,
29,612.36,42.48,1.37,179|180|184|185,4,20896,20896,,0,,0,,
30,611.95,43.08,1.29,179|180|184|185,4,20896,20896,,0,,0,,
31,612.10,44.26,1.48,179|180|184|185,4,20896,20896,,0,,0,,
32,611.85,45.20,1.23,179|180|184|185,4,20896,20896,,0,,0,,
33,611.54,45.78,1.21,179|180|184|185,4,20896,20896,,0,,0,,
34,610.88,46.25,1.26,179|180|184|185,4,20896,20896,,0,,0,,
35,611.07,47.69,1.42,172|179|180|184|185,5,20896,25951,172,1,,0,,
36,610.61,48.58,1.39,172|179|180|184|185,5,25951,25951,,0,,0,,
37,610.69,49.20,1.43,172|179|180|185,4,25951,25951,,0,,0,,
38,610.19,49.79,1.23,172|179|180|185,4,25951,25951,,0,,0,,
39,609.54,50.84,1.39,172|179|180|185,4,25951,25951,,0,,0,,
40,609.55,51.56,1.33,172|179|180|185,4,25951,25951,,0,,0,,
41,609.22,52.43,1.67,172|179|180|185,4,25951,25951,,0,,0,,
42,609.29,53.08,1.28,172|179|180|185,4,25951,25951,,0,,0,,
43,608.96,54.17,1.39,172|179|180|185,4,25951,25951,,0,,0,,
44,608.58,54.79,1.20,172|179|180|185,4,25951,25951,,0,,0,,
45,608.57,56.10,1.41,172|179|180|185,4,25951,25951,,0,,0,,
46,608.56,56.92,1.56,172|179|180|185,4,25951,25951,,0,,0,,
47,608.23,57.55,1.25,172|179|180|185,4,25951,25951,,0,,0,,
48,608.37,57.86,1.35,172|179|180|185,4,25951,25951,,0,,0,,
49,607.84,59.11,1.25,172|179|180|185,4,25951,25951,,0,,0,,
50,607.37,60.11,1.32,172|179|180|185,4,25951,25951,,0,,0,,
51,607.43,61.50,1.21,172|179|180|185,4,25951,25951,,0,,0,,
52,607.23,61.56,1.43,172|179|180|185,4,25951,25951,,0,,0,,
53,606.90,63.07,1.47,172|179|180|185,4,25951,25951,,0,,0,,
54,606.43,63.05,1.34,172|179|180|185,4,25951,25951,,0,,0,,
55,606.16,64.41,1.28,173|179|180|185,4,25951,29034,173,1,,0,,
56,606.40,65.32,1.46,173|180|185,3,29034,29034,,0,,0,,
57,606.25,66.33,1.34,172|173|179|180,4,29034,29034,,0,,0,,
58,605.73,67.04,1.36,172|173|179|180,4,29034,29034,,0,,0,,
59,605.51,67.73,1.19,172|173|179|180,4,29034,29034,,0,,0,,
60,605.05,68.66,1.54,172|173|180,3,29034,29034,,0,,0,,
61,605.26,69.95,0.98,167|172|173|179|180,5,29034,33428,167,1,,0,,
62,604.17,70.64,1.26,167|172|173|179|180,5,33428,33428,,0,,0,,
63,604.49,71.22,1.24,173|180,2,33428,33428,,0,,0,,
64,604.16,71.56,1.36,167|172|173|179|180,5,33428,33428,,0,,0,,
65,603.39,72.03,1.22,167|172|173|179|180,5,33428,33428,,0,,0,,
66,602.54,72.76,1.31,167|172|173|179|180,5,33428,33428,,0,,0,,
67,602.71,73.23,1.25,167|172|173|179|180,5,33428,33428,,0,,0,,
68,601.50,73.97,1.41,167|172|173|179|180,5,33428,33428,,0,,0,,
69,601.19,74.61,1.27,167|172|173|179|180,5,33428,33428,,0,,0,,
70,600.39,74.52,1.36,167|172|173|179|180,5,33428,33428,,0,,0,,
71,599.84,75.64,1.25,167|172|173|180,4,33428,33428,,0,,0,,
72,599.50,75.72,1.32,167|172|173|179|180,5,33428,33428,,0,,0,,
73,598.33,76.37,1.33,167|172|173|180,4,33428,33428,,0,,0,,
74,598.26,76.96,1.44,167|172|173|180,4,33428,33428,,0,,0,,
75,597.38,77.73,1.32,167|172|173|180,4,33428,33428,,0,,0,,
76,597.15,78.23,1.45,167|172|173|180,4,33428,33428,,0,,0,,
77,596.31,78.89,1.59,167|172|173|180,4,33428,33428,,0,,0,,
78,596.22,79.47,1.21,167|172|173|180,4,33428,33428,,0,,0,,
79,595.10,79.81,1.48,167|172|173|180,4,33428,33428,,0,,0,,
80,594.70,80.70,1.23,167|172|173|180,4,33428,33428,,0,,0,,
81,593.89,80.84,1.41,167|172|173|180,4,33428,33428,,0,,0,,
82,593.12,81.27,1.35,167|172|173|180,4,33428,33428,,0,,0,,
83,592.96,81.69,1.61,167|172|173|180,4,33428,33428,,0,,0,,
84,592.38,82.56,1.34,167|172|173|180,4,33428,33428,,0,,0,,
85,591.90,82.51,1.53,167|172|173|180,4,33428,33428,,0,,0,,
86,591.23,83.12,1.50,167|172|173|180,4,33428,33428,,0,,0,,
87,590.45,83.91,1.33,167|172|173|180,4,33428,33428,,0,,0,,
88,589.78,84.70,1.07,167|172|173|180,4,33428,33428,,0,,0,,
89,589.04,84.97,1.24,162|167|172|173|180,5,33428,36248,162,1,,0,,
90,588.73,84.97,1.30,162|167|172|173|180,5,36248,36248,,0,,0,,
91,588.16,85.90,1.27,162|167|172|173|180,5,36248,36248,,0,,0,,
92,587.61,86.29,1.40,162|167|172|173|180,5,36248,36248,,0,,0,,
93,587.31,86.87,1.47,162|167|172|173,4,36248,36248,,0,,0,,
94,586.39,87.39,1.22,162|167|172|173,4,36248,36248,,0,,0,,
95,585.62,87.91,1.35,162|167|172|173,4,36248,36248,,0,,0,,
96,585.14,88.63,1.37,172|173,2,36248,36248,,0,,0,,
97,584.93,89.07,1.21,167|172|173,3,36248,36248,,0,,0,,
98,584.34,89.91,1.47,162|167|172|173,4,36248,36248,,0,,0,,
99,583.66,90.30,1.31,162|167|172|173,4,36248,36248,,0,,0,,
100,583.44,90.55,1.58,162|167|172|173,4,36248,36248,,0,,0,,
101,582.39,90.94,1.32,162|167|172|173,4,36248,36248,,0,,0,,
102,581.97,91.76,1.18,162|167|172|173,4,36248,36248,,0,,0,,
103,580.79,91.78,1.23,167|172|173,3,36248,36248,,0,,0,,
104,580.94,93.01,1.56,173,1,36248,36248,,0,,0,,
105,580.35,93.22,1.42,162|167|172|173,4,36248,36248,,0,,0,,
106,579.87,93.97,1.41,162|167|172|173,4,36248,36248,,0,,0,,
107,579.22,93.98,1.14,162|167|172|173,4,36248,36248,,0,,0,,
108,578.46,95.07,1.47,167|172|173,3,36248,36248,,0,,0,,
109,577.62,95.74,1.50,162|163|167|172|173,5,36248,39619,163,1,,0,,
110,577.13,95.66,1.21,162|163|167|173,4,39619,39619,,0,,0,,
111,576.85,96.19,1.12,163|173,2,39619,39619,,0,,0,,
112,576.22,97.02,1.37,163|168|173,3,39619,43015,168,1,,0,,
113,575.77,97.57,1.44,162|163|167|168|173,5,43015,43015,,0,,0,,
114,574.89,98.12,1.21,163|168|173,3,43015,43015,,0,,0,,
115,574.78,98.52,1.27,162|163|167|168|173,5,43015,43015,,0,,0,,
116,573.62,98.56,1.27,162|163|167|168|173,5,43015,43015,,0,,0,,
117,572.96,99.78,1.41,163|168|173,3,43015,43015,,0,,0,,
118,572.72,99.81,1.47,163|168|173,3,43015,43015,,0,,0,,
119,572.27,101.13,1.39,162|163|168|173,4,43015,43015,,0,,0,,
120,571.17,100.91,1.29,162|163|167|168|173,5,43015,43015,,0,,0,,
121,570.42,102.13,1.28,163|168|173,3,43015,43015,,0,,0,,
122,570.02,102.81,1.41,163|168|173,3,43015,43015,,0,,0,,
123,569.27,103.20,1.45,162|163|168|173,4,43015,43015,,0,,0,,
124,569.04,103.49,1.42,162|163|167|168,4,43015,43015,,0,,0,,
125,568.02,103.61,1.38,161|163|168,3,43015,45821,161,1,,0,,
126,567.83,104.37,1.39,163|168|173,3,45821,45821,,0,,0,,
127,567.47,104.51,1.45,161|163|168|173,4,45821,45821,,0,,0,,
128,566.61,105.44,1.49,161|163|168|173,4,45821,45821,,0,,0,,
129,566.05,106.10,1.65,161|163|168,3,45821,45821,,0,,0,,
130,565.68,106.32,1.25,161|163|168,3,45821,45821,,0,,0,,
131,564.80,106.88,1.12,161|163|168,3,45821,45821,,0,,0,,
132,564.70,107.05,1.50,161|163|168,3,45821,45821,,0,,0,,
133,563.59,108.36,1.43,163|168,2,45821,45821,,0,,0,,
134,563.63,108.68,1.22,161|162|163,3,45821,45821,,0,,0,,
135,562.41,108.71,1.33,161|163|168,3,45821,45821,,0,,0,,
136,562.15,110.11,1.36,163|168,2,45821,45821,,0,,0,,
137,561.25,110.38,1.37,161|163|168,3,45821,45821,,0,,0,,
138,561.39,110.79,1.34,163|168,2,45821,45821,,0,,0,,
139,560.62,111.38,1.39,161|163|168,3,45821,45821,,0,,0,,
140,559.99,111.75,1.45,161|163|168,3,45821,45821,,0,,0,,
141,559.06,112.50,1.46,161|163|168,3,45821,45821,,0,,0,,
142,558.69,112.64,1.48,161|163|168,3,45821,45821,,0,,0,,
143,557.97,113.39,1.65,161|163|168,3,45821,45821,,0,,0,,
144,557.11,113.63,1.40,161|163|168,3,45821,45821,,0,,0,,
145,556.88,114.04,1.37,163|168,2,45821,45821,,0,,0,,
146,556.49,115.32,1.26,163|168,2,45821,45821,,0,,0,,
147,555.71,115.36,1.40,161|162|163,3,45821,45821,,0,,0,,
148,555.45,115.47,1.42,161|163|168,3,45821,45821,,0,,0,,
149,554.26,116.04,1.33,163|164|168,3,45821,50467,164,1,,0,,
150,554.01,117.07,1.27,163|164|168,3,50467,50467,,0,,0,,
151,553.62,117.47,1.32,161|163|164|168,4,50467,50467,,0,,0,,
152,552.61,117.83,1.39,163|164|168,3,50467,50467,,0,,0,,
153,552.17,119.11,1.50,161|163|164|168,4,50467,50467,,0,,0,,
154,551.26,118.97,1.34,161|163|164,3,50467,50467,,0,,0,,
155,551.29,119.48,1.35,161|163|164|168,4,50467,50467,,0,,0,,
156,550.08,119.74,1.39,163|164|168,3,50467,50467,,0,,0,,
157,550.00,120.89,1.62,163|164|168,3,50467,50467,,0,,0,,
158,548.78,121.15,1.32,163|164|168,3,50467,50467,,0,,0,,
159,548.80,122.13,1.64,161|163|164|168,4,50467,50467,,0,,0,,
160,547.70,121.84,1.43,161|163|164,3,50467,50467,,0,,0,,
161,547.57,122.95,1.52,163|164|168,3,50467,50467,,0,,0,,
162,547.63,123.23,1.34,163|164|168,3,50467,50467,,0,,0,,
163,546.69,124.06,1.57,161|163|164,3,50467,50467,,0,,0,,
164,545.69,124.09,1.41,161|163|164,3,50467,50467,,0,,0,,
165,545.08,124.84,1.29,163|164|168,3,50467,50467,,0,,0,,
166,544.23,125.39,1.37,161|163|164,3,50467,50467,,0,,0,,
167,543.64,125.53,1.26,163|164|168,3,50467,50467,,0,,0,,
168,543.94,126.63,1.43,163|164|168,3,50467,50467,,0,,0,,
169,543.02,127.09,1.38,163|164,2,50467,50467,,0,,0,,
170,542.07,127.65,1.32,161|163|164,3,50467,50467,,0,,0,,
171,541.28,127.83,1.34,163|164|168,3,50467,50467,,0,,0,,
172,541.09,128.67,1.55,163|164,2,50467,50467,,0,,0,,
173,540.25,128.90,1.45,163|164,2,50467,50467,,0,,0,,
174,539.84,129.55,1.25,163|164,2,50467,50467,,0,,0,,
175,539.14,130.18,1.48,163|164,2,50467,50467,,0,,0,,
176,538.95,130.75,1.16,163|164,2,50467,50467,,0,,0,,
177,538.00,131.34,1.30,163|164,2,50467,50467,,0,,0,,
178,537.78,131.52,1.42,163|164,2,50467,50467,,0,,0,,
179,537.21,132.08,1.63,163,1,50467,50467,,0,,0,,
180,536.35,132.16,1.28,163|164,2,50467,50467,,0,,0,,
181,535.95,133.10,1.79,159|164,2,50467,55105,159,1,,0,,
182,535.29,133.86,1.46,159|164,2,55105,55105,,0,,0,,
183,535.03,134.32,1.40,159|164,2,55105,55105,,0,,0,,
184,533.90,135.18,1.18,159|164,2,55105,55105,,0,,0,,
185,533.98,135.24,1.29,159|164,2,55105,55105,,0,,0,,
186,532.95,136.19,1.32,159,1,55105,55105,,0,,0,,
187,532.25,135.87,1.39,159,1,55105,55105,,0,,0,,
188,531.65,136.70,1.38,159|164,2,55105,55105,,0,,0,,
189,531.11,137.47,1.54,159|164,2,55105,55105,,0,,0,,
190,530.63,137.88,1.45,159,1,55105,55105,,0,,0,,
191,529.90,137.92,1.61,159|164,2,55105,55105,,0,,0,,
192,529.76,139.24,1.63,159|164,2,55105,55105,,0,,0,,
193,529.06,139.77,1.33,159,1,55105,55105,,0,,0,,
194,527.64,140.39,1.37,154|159|164,3,55105,56832,154,1,,0,,
195,527.85,140.79,1.49,159|164,2,56832,56832,,0,,0,,
196,527.19,141.10,1.48,154|159,2,56832,56832,,0,,0,,
197,526.27,141.86,1.26,154|159,2,56832,56832,,0,,0,,
198,525.90,141.88,1.62,154|159|164,3,56832,56832,,0,,0,,
199,525.64,142.40,1.42,154|159|164,3,56832,56832,,0,,0,,
200,524.88,143.12,1.52,154|159|160,3,56832,62667,160,1,,0,,
201,524.01,143.40,1.49,154|159|160|164,4,62667,62667,,0,,0,,
202,523.87,144.20,1.37,159|160|164,3,62667,62667,,0,,0,,
203,523.15,144.67,1.37,154|155|159|160|164,5,62667,65851,155,1,,0,,
204,522.30,146.20,1.34,155|159|160|164,4,65851,65851,,0,,0,,
205,522.17,146.24,1.33,154|155|159|160,4,65851,65851,,0,,0,,
206,520.75,146.52,1.48,154|155|159|160,4,65851,65851,,0,,0,,
207,521.11,146.49,1.30,154|155|159|160|164,5,65851,65851,,0,,0,,
208,520.11,147.22,1.61,154|155|159|160,4,65851,65851,,0,,0,,
209,519.74,147.89,1.38,155|159|160|164,4,65851,65851,,0,,0,,
210,519.05,148.81,1.31,154|155|159|160,4,65851,65851,,0,,0,,
211,518.60,148.80,1.51,154|155|159|160,4,65851,65851,,0,,0,,
212,517.50,149.81,1.45,154|155|159|160,4,65851,65851,,0,,0,,
213,517.03,150.17,1.41,154|155|159|160,4,65851,65851,,0,,0,,
214,516.76,150.10,1.16,154|155|159|160,4,65851,65851,,0,,0,,
215,516.36,150.82,1.18,155|159|160,3,65851,65851,,0,,0,,
216,515.69,151.56,1.35,154|155|159|160,4,65851,65851,,0,,0,,
217,514.47,152.17,1.58,154|155|156|159|160,5,65851,69158,156,1,,0,,
218,514.31,152.87,1.00,155|156|159|160,4,69158,69158,,0,,0,,
219,513.72,152.96,1.29,154|155|156|159|160,5,69158,69158,,0,,0,,
220,513.37,153.79,1.56,155|156|159|160,4,69158,69158,,0,,0,,
221,512.88,154.47,1.54,154|155|156|159|160,5,69158,69158,,0,,0,,
222,512.12,154.96,1.23,154|155|156|159|160,5,69158,69158,,0,,0,,
223,511.36,155.19,1.57,154|155|156|159|160,5,69158,69158,,0,,0,,
224,510.58,156.04,1.47,155|156|159|160,4,69158,69158,,0,,0,,
225,510.64,156.94,1.38,154|155|156|159|160,5,69158,69158,,0,,0,,
226,509.54,156.94,1.37,154|155|156|159|160,5,69158,69158,,0,,0,,
227,508.93,157.21,1.68,155|156|159|160,4,69158,69158,,0,,0,,
228,508.23,158.54,1.42,155|156|159|160,4,69158,69158,,0,,0,,
229,507.83,158.94,1.41,154|155|156|159|160,5,69158,69158,,0,,0,,
230,507.50,159.16,1.60,154|155|156|159|160,5,69158,69158,,0,,0,,
231,506.79,159.49,1.33,154|155|156|159|160,5,69158,69158,,0,,0,,
232,506.43,159.87,1.40,154|155|156|159|160,5,69158,69158,,0,,0,,
233,505.50,160.37,1.37,154|155|156|159|160,5,69158,69158,,0,,0,,
234,504.59,161.27,1.47,156|159|160,3,69158,69158,,0,,0,,
235,505.17,161.43,1.52,155|156|159|160,4,69158,69158,,0,,0,,
236,503.93,162.25,1.40,154|155|156|159|160,5,69158,69158,,0,,0,,
237,502.99,162.65,1.54,154|155|156|159|160,5,69158,69158,,0,,0,,
238,502.55,162.92,1.53,150|155|156|159|160,5,69158,71683,150,1,,0,,
239,502.21,163.74,1.34,150|155|156|159|160,5,71683,71683,,0,,0,,
240,501.62,164.31,1.66,150|154|155|156|159|160,6,71683,71683,,0,,0,,
241,500.94,164.41,1.45,150|155|156|159|160,5,71683,71683,,0,,0,,
242,500.41,165.42,1.41,150|155|156|159|160,5,71683,71683,,0,,0,,
243,499.79,166.11,1.36,150|155|156|159|160,5,71683,71683,,0,,0,,
244,499.03,166.74,1.42,150|154|155|156|159|160,6,71683,71683,,0,,0,,
245,498.48,166.82,1.54,150|155|156|159|160,5,71683,71683,,0,,0,,
246,498.28,167.35,1.42,150|155|156|159|160,5,71683,71683,,0,,0,,
247,497.42,167.85,1.49,150|155|156|159|160,5,71683,71683,,0,,0,,
248,496.98,168.89,1.58,150|155|156|159|160,5,71683,71683,,0,,0,,
249,496.04,169.30,1.48,150|154|155|156|159|160,6,71683,71683,,0,,0,,
250,495.63,169.20,1.42,150|155|156|159|160,5,71683,71683,,0,,0,,
251,495.05,170.32,1.67,150|155|156|159|160,5,71683,71683,,0,,0,,
252,494.62,171.00,1.65,150|151|155|156|159|160,6,71683,72483,151,1,,0,,
253,493.88,171.03,1.42,150|151|154|155|156|159,6,72483,72483,,0,,0,,
254,492.84,171.28,1.37,150|151|155|156|160,5,72483,72483,,0,,0,,
255,492.67,172.07,1.29,150|151|156|160,4,72483,72483,,0,,0,,
256,492.23,172.45,1.36,150|151|155|156|160,5,72483,72483,,0,,0,,
257,492.05,173.18,1.57,150|151|155|156|160,5,72483,72483,,0,,0,,
258,491.01,173.51,1.37,150|151|155|156|160,5,72483,72483,,0,,0,,
259,489.94,174.45,1.51,150|151|155|156|160,5,72483,72483,,0,,0,,
260,489.78,174.78,1.43,151|156|160,3,72483,72483,,0,,0,,
261,489.88,175.68,1.65,150|151|155|156|160,5,72483,72483,,0,,0,,
262,488.42,176.04,1.39,146|150|151|155|156|160,6,72483,75493,146,1,,0,,
263,488.04,176.62,1.49,150|151|156|160,4,75493,75493,,0,,0,,
264,487.56,177.12,1.27,146|147|150|151|155|156,6,75493,79450,147,1,,0,,
265,486.41,177.50,1.45,146|147|150|151|155|156,6,79450,79450,,0,,0,,
266,486.34,178.01,1.06,147|150|151|156|160,5,79450,79450,,0,,0,,
267,485.87,178.26,1.42,147|150|151|156|160,5,79450,79450,,0,,0,,
268,485.59,179.22,1.60,147|150|151|156|160,5,79450,79450,,0,,0,,
269,484.84,179.31,1.48,146|147|150|151|155|156,6,79450,79450,,0,,0,,
270,484.77,179.85,1.58,147|150|151|156,4,79450,79450,,0,,0,,
271,483.73,180.20,1.08,146|147|150|151|156,5,79450,79450,,0,,0,,
272,483.05,181.03,1.52,147|150|151|156|160,5,79450,79450,,0,,0,,
273,482.18,181.97,1.63,146|147|150|151|156,5,79450,79450,,0,,0,,
274,481.85,181.82,1.56,146|147|150|151|156,5,79450,79450,,0,,0,,
275,481.06,182.74,1.40,150|151|156,3,79450,79450,,0,,0,,
276,480.93,183.72,1.34,147|150|151|156,4,79450,79450,,0,,0,,
277,479.95,183.75,1.43,146|147|150|151|155|156,6,79450,79450,,0,,0,,
278,479.36,183.98,1.45,147|150|151|156,4,79450,79450,,0,,0,,
279,479.24,184.78,1.57,147|150|151|156,4,79450,79450,,0,,0,,
280,478.14,185.83,1.55,147|150|151|156,4,79450,79450,,0,,0,,
281,477.50,185.86,1.41,146|147|150|151|156,5,79450,79450,,0,,0,,
282,476.72,186.00,1.42,146|147|150|151|156,5,79450,79450,,0,,0,,
283,475.75,186.55,1.60,150|151|156,3,79450,79450,,0,,0,,
284,475.86,187.35,1.56,147|150|151|156,4,79450,79450,,0,,0,,
285,475.26,187.17,1.56,147|150|151|156,4,79450,79450,,0,,0,,
286,474.85,188.21,1.78,147|150|151|156,4,79450,79450,,0,,0,,
287,474.31,188.28,1.66,150,1,79450,79450,,0,,0,,
288,474.34,188.31,1.46,146|147|150|151|156,5,79450,79450,,0,,0,,
289,473.39,188.55,1.53,146|147|150|151|156,5,79450,79450,,0,,0,,
290,473.35,188.71,1.65,147|150|151|156,4,79450,79450,,0,,0,,
291,472.87,188.88,1.47,146|147|150|151|156,5,79450,79450,,0,,0,,
292,472.05,189.28,1.53,147|150|151|156,4,79450,79450,,0,,0,,
293,471.72,190.27,1.38,146|147|150|151|156,5,79450,79450,,0,,0,,
294,470.74,189.90,1.71,146|147|150|151|156,5,79450,79450,,0,,0,,
295,470.14,189.88,1.55,147|150|151,3,79450,79450,,0,,0,,
296,470.03,190.51,1.56,150|151,2,79450,79450,,0,,0,,
297,469.89,190.45,1.61,147|150|151,3,79450,79450,,0,,0,,
298,469.15,190.97,1.64,146|147|150|151,4,79450,79450,,0,,0,,
299,468.43,190.98,1.42,147|150|151,3,79450,79450,,0,,0,,
300,468.57,191.41,1.70,147|150|151,3,79450,79450,,0,,0,,
301,467.51,191.74,1.61,147|150|151,3,79450,79450,,0,,0,,
302,467.13,192.37,1.53,151,1,79450,79450,,0,,0,,
303,467.15,192.35,1.40,147|150|151,3,79450,79450,,0,,0,,
304,466.54,192.68,1.57,144|146|147|150|151,5,79450,82363,144,1,,0,,
305,465.55,192.65,1.59,144|147|150|151,4,82363,82363,,0,,0,,
306,465.64,193.02,1.48,144|146|147|150|151,5,82363,82363,,0,,0,,
307,464.67,192.73,1.44,144|147|150|151,4,82363,82363,,0,,0,,
308,464.14,194.09,1.56,151,1,82363,82363,,0,,0,,
309,464.36,194.44,1.62,144|146|147|150,4,82363,82363,,0,,0,,
310,463.45,193.85,1.48,144|147|150|151,4,82363,82363,,0,,0,,
311,462.60,195.11,1.60,144|147|150|151,4,82363,82363,,0,,0,,
312,462.53,194.29,1.46,144|146|147|150,4,82363,82363,,0,,0,,
313,461.69,194.81,1.37,144|147|150|151,4,82363,82363,,0,,0,,
314,461.52,195.41,1.42,144|146|147|150|151,5,82363,82363,,0,,0,,
315,460.49,195.06,1.62,144|147|150|151,4,82363,82363,,0,,0,,
316,460.63,195.73,1.36,151,1,82363,82363,,0,,0,,
317,460.29,196.16,1.48,144|146|147|150|151,5,82363,82363,,0,,0,,
318,459.06,196.01,1.68,144|146|147|150|151,5,82363,82363,,0,,0,,
319,459.00,196.42,1.60,144|151,2,82363,82363,,0,,0,,
320,458.49,196.80,1.47,144|147|150|151,4,82363,82363,,0,,0,,
321,457.98,196.88,1.50,144|147|151,3,82363,82363,,0,,0,,
322,457.83,197.24,1.16,144|151,2,82363,82363,,0,,0,,
323,457.22,197.72,1.49,144|147|150|151,4,82363,82363,,0,,0,,
324,456.52,197.84,1.85,144|147|150|151,4,82363,82363,,0,,0,,
325,456.12,198.21,1.63,144|151,2,82363,82363,,0,,0,,
326,455.86,198.63,1.56,144|147|150|151,4,82363,82363,,0,,0,,
327,454.94,198.49,1.54,144|147|150|151,4,82363,82363,,0,,0,,
328,454.60,198.83,1.64,144|147|151,3,82363,82363,,0,,0,,
329,453.77,199.15,1.47,144|147|151,3,82363,82363,,0,,0,,
330,453.60,199.26,1.36,144|147|151,3,82363,82363,,0,,0,,
331,453.08,199.32,1.40,144|151,2,82363,82363,,0,,0,,
332,453.02,200.31,1.44,144|151,2,82363,82363,,0,,0,,
333,452.55,200.06,1.50,144|147|151,3,82363,82363,,0,,0,,
334,451.79,200.71,1.47,144|147|151,3,82363,82363,,0,,0,,
335,451.17,200.99,1.50,144|147|151,3,82363,82363,,0,,0,,
336,451.06,200.89,1.62,144|147|151,3,82363,82363,,0,,0,,
337,450.28,201.36,1.38,144|147,2,82363,82363,,0,,0,,
338,449.40,201.41,1.35,144|147,2,82363,82363,,0,,0,,
339,449.01,201.57,1.53,144|151,2,82363,82363,,0,,0,,
340,448.57,202.50,1.54,144|151,2,82363,82363,,0,,0,,
341,448.64,202.08,1.50,144|147,2,82363,82363,,0,,0,,
342,447.58,202.54,1.61,140|144,2,82363,86187,140,1,,0,,
343,447.39,202.93,1.41,144|151,2,86187,86187,,0,,0,,
344,446.92,203.72,1.43,144,1,86187,86187,,0,,0,,
345,446.44,203.77,1.42,140|144|146|147,4,86187,86187,,0,,0,,
346,445.60,203.41,1.44,140|144|147,3,86187,86187,,0,,0,,
347,445.57,204.08,1.54,151,1,86187,86187,,0,,0,,
348,445.25,204.50,1.54,144,1,86187,86187,,0,,0,,
349,444.37,204.90,1.45,140|144,2,86187,86187,,0,,0,,
350,444.20,204.93,1.56,140|144|147,3,86187,86187,,0,,0,,
351,443.05,204.74,1.30,140|141|144,3,86187,88224,141,1,,0,,
352,442.94,205.53,1.37,141|144,2,88224,88224,,0,,0,,
353,442.26,205.56,1.54,140|141|144|147,4,88224,88224,,0,,0,,
354,442.01,205.83,1.75,140|141|144,3,88224,88224,,0,,0,,
355,441.59,205.78,1.47,141|144,2,88224,88224,,0,,0,,
356,441.15,206.56,1.63,141|144,2,88224,88224,,0,,0,,
357,440.66,206.91,1.56,140|141|144|147,4,88224,88224,,0,,0,,
358,439.57,206.54,1.63,140|141|144,3,88224,88224,,0,,0,,
359,439.45,207.32,1.62,,0,88224,88224,,0,,0,,
360,439.58,207.31,1.37,141|144,2,88224,88224,,0,,0,,
361,438.48,208.25,1.43,140|141|144,3,88224,88224,,0,,0,,
362,438.39,207.72,1.49,140|141|144,3,88224,88224,,0,,0,,
363,437.68,208.47,1.49,140|141|144,3,88224,88224,,0,,0,,
364,436.62,208.20,1.36,141|144,2,88224,88224,,0,,0,,
365,436.81,208.99,1.19,141|144,2,88224,88224,,0,,0,,
366,436.25,208.87,1.58,140|141|144,3,88224,88224,,0,,0,,
367,435.50,209.63,1.63,141|144,2,88224,88224,,0,,0,,
368,434.84,209.69,1.41,141|144,2,88224,88224,,0,,0,,
369,435.06,210.04,1.71,141|144,2,88224,88224,,0,,0,,
370,434.35,210.45,1.27,140|141|144,3,88224,88224,,0,,0,,
371,433.98,210.38,1.34,141|144,2,88224,88224,,0,,0,,
