frame,cam_x,cam_y,cam_z,visible_chunks,num_visible,gpu_anchors_before,gpu_anchors_after,loaded_chunks,num_loaded,evicted_chunks,num_evicted,evicted_access_times,evicted_anchor_counts
769,-74.35,177.42,1.20,35|36,2,103864,103864,,0,,0,,
770,-75.33,177.52,1.11,35|36,2,103864,103864,,0,,0,,
771,-76.32,177.55,1.04,35|36,2,103864,103864,,0,,0,,
772,-77.21,177.64,1.36,35|36,2,103864,103864,,0,,0,,
773,-77.91,177.38,1.34,,0,103864,103864,,0,,0,,
774,-78.00,177.78,0.84,36,1,103864,103864,,0,,0,,
775,-78.93,177.77,1.28,35|36,2,103864,103864,,0,,0,,
776,-79.84,177.72,1.04,35|36,2,103864,103864,,0,,0,,
777,-80.72,177.75,1.18,35|36,2,103864,103864,,0,,0,,
778,-81.23,177.79,1.09,35|36,2,103864,103864,,0,,0,,
779,-81.97,177.84,1.32,35|36,2,103864,103864,,0,,0,,
780,-82.62,177.47,1.01,35|36,2,103864,103864,,0,,0,,
781,-83.81,177.67,1.18,36,1,103864,103864,,0,,0,,
782,-84.26,177.74,1.21,36,1,103864,103864,,0,,0,,
783,-84.80,178.08,1.06,36,1,103864,103864,,0,,0,,
784,-85.67,178.19,1.14,35|36,2,103864,103864,,0,,0,,
785,-86.72,178.13,1.14,35|36,2,103864,103864,,0,,0,,
786,-87.39,177.56,1.15,35|36,2,103864,103864,,0,,0,,
787,-88.11,178.06,1.08,35|36,2,103864,103864,,0,,0,,
788,-88.47,177.47,1.20,35|36,2,103864,103864,,0,,0,,
789,-89.84,177.70,1.32,36,1,103864,103864,,0,,0,,
790,-90.19,177.93,0.92,35|36,2,103864,103864,,0,,0,,
791,-91.03,177.39,1.14,35|36,2,103864,103864,,0,,0,,
792,-91.93,177.32,1.25,35|36,2,103864,103864,,0,,0,,
793,-91.98,177.10,1.00,35,1,103864,103864,,0,,0,,
794,-92.95,176.71,1.31,35|36,2,103864,103864,,0,,0,,
795,-93.62,177.01,1.39,35|36,2,103864,103864,,0,,0,,
796,-94.22,176.54,1.12,35,1,103864,103864,,0,,0,,
797,-94.67,175.93,0.99,35,1,103864,103864,,0,,0,,
798,-95.01,175.45,1.14,35,1,103864,103864,,0,,0,,
799,-96.03,175.26,1.21,35,1,103864,103864,,0,,0,,
800,-96.84,174.57,1.37,35|36,2,103864,103864,,0,,0,,
801,-98.02,174.92,1.23,36,1,103864,103864,,0,,0,,
802,-98.14,174.64,1.12,35,1,103864,103864,,0,,0,,
803,-98.88,174.72,1.14,35,1,103864,103864,,0,,0,,
804,-99.30,173.43,1.22,35,1,103864,103864,,0,,0,,
805,-99.91,173.89,1.23,35,1,103864,103864,,0,,0,,
806,-100.45,173.09,1.37,35,1,103864,103864,,0,,0,,
807,-101.03,173.21,1.40,,0,103864,103864,,0,,0,,
808,-102.13,172.88,1.08,35,1,103864,103864,,0,,0,,
809,-102.48,172.21,1.44,35,1,103864,103864,,0,,0,,
810,-102.90,172.11,1.03,,0,103864,103864,,0,,0,,
811,-103.85,172.04,1.13,,0,103864,103864,,0,,0,,
812,-104.51,171.95,1.15,35,1,103864,103864,,0,,0,,
813,-105.26,171.05,1.03,35,1,103864,103864,,0,,0,,
814,-105.33,171.20,1.30,,0,103864,103864,,0,,0,,
815,-106.41,170.91,1.25,,0,103864,103864,,0,,0,,
816,-106.99,170.85,1.36,35,1,103864,103864,,0,,0,,
817,-107.82,170.30,1.14,35,1,103864,103864,,0,,0,,
818,-108.14,169.52,1.18,35,1,103864,103864,,0,,0,,
819,-109.24,169.66,1.16,,0,103864,103864,,0,,0,,
820,-109.65,169.66,1.06,35,1,103864,103864,,0,,0,,
821,-110.45,169.06,1.23,35,1,103864,103864,,0,,0,,
822,-110.90,168.59,1.22,35,1,103864,103864,,0,,0,,
823,-111.17,168.11,1.10,32,1,103864,105376,32,1,,0,,
824,-112.66,168.21,1.10,32,1,105376,105376,,0,,0,,
825,-113.19,168.02,1.17,32,1,105376,105376,,0,,0,,
826,-113.64,168.37,1.09,35,1,105376,105376,,0,,0,,
827,-113.82,166.89,1.06,32|35,2,105376,105376,,0,,0,,
828,-114.70,167.49,1.13,32,1,105376,105376,,0,,0,,
829,-115.47,167.33,1.30,32,1,105376,105376,,0,,0,,
830,-115.81,166.95,1.12,32,1,105376,105376,,0,,0,,
831,-116.95,166.25,1.26,32,1,105376,105376,,0,,0,,
832,-117.84,166.34,1.43,32,1,105376,105376,,0,,0,,
833,-117.66,165.66,0.99,,0,105376,105376,,0,,0,,
834,-118.33,165.42,1.05,32,1,105376,105376,,0,,0,,
835,-119.55,165.26,1.11,32,1,105376,105376,,0,,0,,
836,-120.30,164.97,1.24,32,1,105376,105376,,0,,0,,
837,-120.89,164.99,0.95,32,1,105376,105376,,0,,0,,
838,-120.94,165.13,0.95,32,1,105376,105376,,0,,0,,
839,-122.03,164.33,1.21,,0,105376,105376,,0,,0,,
840,-122.16,163.77,1.35,32,1,105376,105376,,0,,0,,
841,-123.09,163.38,1.16,32,1,105376,105376,,0,,0,,
842,-123.88,162.92,1.22,32,1,105376,105376,,0,,0,,
843,-124.58,162.64,1.17,32,1,105376,105376,,0,,0,,
844,-124.83,162.44,0.89,32,1,105376,105376,,0,,0,,
845,-125.57,162.37,0.75,32,1,105376,105376,,0,,0,,
846,-126.31,162.05,1.19,32,1,105376,105376,,0,,0,,
847,-126.89,162.45,1.15,32,1,105376,105376,,0,,0,,
848,-126.87,161.67,1.24,32,1,105376,105376,,0,,0,,
849,-128.21,161.44,1.26,32,1,105376,105376,,0,,0,,
850,-129.16,161.74,1.18,32,1,105376,105376,,0,,0,,
851,-129.31,161.35,0.95,32,1,105376,105376,,0,,0,,
852,-129.98,161.86,0.97,32,1,105376,105376,,0,,0,,
853,-130.90,161.84,1.16,32,1,105376,105376,,0,,0,,
854,-131.59,161.59,1.04,32,1,105376,105376,,0,,0,,
855,-132.03,161.76,0.98,32,1,105376,105376,,0,,0,,
856,-132.24,162.16,1.09,29|32,2,105376,108964,29,1,,0,,
857,-133.44,161.93,1.26,29|32,2,108964,108964,,0,,0,,
858,-133.67,161.34,1.12,29|32,2,108964,108964,,0,,0,,
859,-134.93,161.93,1.37,29|32,2,108964,108964,,0,,0,,
860,-135.38,161.59,1.05,29|32,2,108964,108964,,0,,0,,
861,-136.10,161.42,1.05,29|32,2,108964,108964,,0,,0,,
862,-136.84,160.68,1.18,29|32,2,108964,108964,,0,,0,,
863,-137.75,161.30,1.03,29|32,2,108964,108964,,0,,0,,
864,-138.01,161.35,0.77,29|32,2,108964,108964,,0,,0,,
865,-138.49,161.26,1.19,29|32,2,108964,108964,,0,,0,,
866,-139.67,161.11,0.90,28|29|32,3,108964,111961,28,1,,0,,
867,-139.93,161.04,1.16,29|32,2,111961,111961,,0,,0,,
868,-140.58,161.52,1.00,29|32,2,111961,111961,,0,,0,,
869,-140.89,161.69,1.00,28|29|32,3,111961,111961,,0,,0,,
870,-142.05,161.46,1.09,28|29|32,3,111961,111961,,0,,0,,
871,-142.65,161.06,1.16,28|29|32,3,111961,111961,,0,,0,,
872,-143.30,161.02,0.97,28|29|32,3,111961,111961,,0,,0,,
873,-144.04,160.89,1.03,28|29|32,3,111961,111961,,0,,0,,
874,-144.06,160.86,0.88,29|32,2,111961,111961,,0,,0,,
875,-145.20,161.48,1.15,28|29|32,3,111961,111961,,0,,0,,
876,-145.77,161.12,1.19,28|29|32,3,111961,111961,,0,,0,,
877,-146.93,161.42,1.05,28|29|32,3,111961,111961,,0,,0,,
878,-146.93,161.07,1.12,28|29|32,3,111961,111961,,0,,0,,
879,-147.83,160.77,1.24,28|29|32,3,111961,111961,,0,,0,,
880,-147.73,160.61,1.27,28|29|32,3,111961,111961,,0,,0,,
881,-149.03,160.76,1.32,28|29|32,3,111961,111961,,0,,0,,
882,-149.56,160.75,1.16,28|29|32,3,111961,111961,,0,,0,,
883,-150.22,160.88,1.02,28|29|32,3,111961,111961,,0,,0,,
884,-150.83,160.79,0.89,28|29|32,3,111961,111961,,0,,0,,
885,-151.59,160.60,1.08,29|32,2,111961,111961,,0,,0,,
886,-152.36,161.28,1.17,28|29|32,3,111961,111961,,0,,0,,
887,-153.15,160.40,0.67,28|29|32,3,111961,111961,,0,,0,,
888,-153.58,160.67,1.19,28|29|32,3,111961,111961,,0,,0,,
889,-154.82,160.40,1.00,28|29|32,3,111961,111961,,0,,0,,
890,-155.13,160.28,1.21,28|29|32,3,111961,111961,,0,,0,,
891,-155.41,159.99,1.01,28|29|32,3,111961,111961,,0,,0,,
892,-156.01,160.26,1.18,29|32,2,111961,111961,,0,,0,,
893,-156.91,160.30,1.00,28|29|32,3,111961,111961,,0,,0,,
894,-158.24,160.27,1.19,29|32,2,111961,111961,,0,,0,,
895,-158.30,160.56,1.22,29|32,2,111961,111961,,0,,0,,
896,-159.06,160.46,1.28,28|29|32,3,111961,111961,,0,,0,,
897,-159.59,160.10,1.21,28|29,2,111961,111961,,0,,0,,
898,-160.01,159.88,1.29,28|29|32,3,111961,111961,,0,,0,,
899,-160.81,159.98,1.01,29|32,2,111961,111961,,0,,0,,
900,-161.34,160.07,1.08,29|32,2,111961,111961,,0,,0,,
901,-161.69,160.19,0.86,28|29|32,3,111961,111961,,0,,0,,
902,-163.08,159.95,0.86,28|29|32,3,111961,111961,,0,,0,,
903,-162.90,159.83,1.10,29|32,2,111961,111961,,0,,0,,
904,-163.90,160.09,0.91,28|29|32,3,111961,111961,,0,,0,,
905,-164.70,159.89,0.90,28|29|32,3,111961,111961,,0,,0,,
906,-165.47,159.99,0.94,28|29|32,3,111961,111961,,0,,0,,
907,-165.77,159.67,1.17,28|29|32,3,111961,111961,,0,,0,,
908,-166.48,159.98,1.04,29|32,2,111961,111961,,0,,0,,
909,-167.44,159.96,0.97,29,1,111961,111961,,0,,0,,
910,-168.20,160.11,0.96,28|29,2,111961,111961,,0,,0,,
911,-168.42,159.50,0.91,28|29,2,111961,111961,,0,,0,,
912,-169.49,159.35,0.96,29,1,111961,111961,,0,,0,,
913,-169.87,159.68,0.97,29,1,111961,111961,,0,,0,,
914,-170.87,159.62,1.07,29,1,111961,111961,,0,,0,,
915,-171.31,160.05,1.07,29,1,111961,111961,,0,,0,,
916,-171.77,159.82,1.16,25|28|29,3,111961,113548,25,1,,0,,
917,-171.89,159.99,1.10,28|29,2,113548,113548,,0,,0,,
918,-172.79,158.82,1.23,25|28|29,3,113548,113548,,0,,0,,
919,-173.24,159.14,1.18,25|29,2,113548,113548,,0,,0,,
920,-173.25,158.97,1.22,25|28|29,3,113548,113548,,0,,0,,
921,-174.02,158.92,1.18,25|29,2,113548,113548,,0,,0,,
922,-174.52,159.25,1.08,25|29,2,113548,113548,,0,,0,,
923,-174.86,158.96,1.05,25|28|29,3,113548,113548,,0,,0,,
924,-175.26,158.76,1.20,25|29,2,113548,113548,,0,,0,,
925,-175.43,158.99,0.77,25|29,2,113548,113548,,0,,0,,
926,-176.40,158.88,1.16,25|28|29,3,113548,113548,,0,,0,,
927,-176.97,158.68,1.21,25|28|29,3,113548,113548,,0,,0,,
928,-177.48,158.36,0.87,25|28|29,3,113548,113548,,0,,0,,
929,-177.48,158.54,1.04,25|29,2,113548,113548,,0,,0,,
930,-178.26,158.51,1.01,25|28|29,3,113548,113548,,0,,0,,
931,-178.53,158.28,1.15,28|29,2,113548,113548,,0,,0,,
932,-178.63,157.66,1.03,25|28|29,3,113548,113548,,0,,0,,
933,-179.36,157.84,1.09,25|29,2,113548,113548,,0,,0,,
934,-179.61,157.77,1.06,25|29,2,113548,113548,,0,,0,,
935,-180.19,158.01,1.28,25|29,2,113548,113548,,0,,0,,
936,-180.94,157.88,1.02,25|28|29,3,113548,113548,,0,,0,,
937,-181.41,157.44,0.96,,0,113548,113548,,0,,0,,
938,-181.14,157.82,0.84,25|28|29,3,113548,113548,,0,,0,,
939,-182.19,157.13,1.05,25|28|29,3,113548,113548,,0,,0,,
940,-182.54,157.50,1.15,25|28|29,3,113548,113548,,0,,0,,
941,-182.72,156.86,1.09,25|29,2,113548,113548,,0,,0,,
942,-183.40,157.25,1.02,25|29,2,113548,113548,,0,,0,,
943,-183.97,156.78,0.81,25|29,2,113548,113548,,0,,0,,
944,-184.56,157.09,1.02,25|29,2,113548,113548,,0,,0,,
945,-185.20,156.84,1.15,25|29,2,113548,113548,,0,,0,,
946,-185.77,156.71,1.10,,0,113548,113548,,0,,0,,
947,-185.64,156.46,0.81,28|29,2,113548,113548,,0,,0,,
948,-185.90,156.62,1.15,25|28|29,3,113548,113548,,0,,0,,
949,-187.22,155.81,0.87,25|28|29,3,113548,113548,,0,,0,,
950,-186.84,156.01,1.20,25,1,113548,113548,,0,,0,,
951,-187.79,156.10,1.01,25,1,113548,113548,,0,,0,,
952,-187.86,156.28,1.27,25|29,2,113548,113548,,0,,0,,
953,-188.21,156.02,1.01,25,1,113548,113548,,0,,0,,
954,-189.18,156.19,0.88,25,1,113548,113548,,0,,0,,
955,-189.70,155.93,0.96,25|28|29,3,113548,113548,,0,,0,,
956,-189.73,155.83,1.27,25,1,113548,113548,,0,,0,,
957,-190.61,155.80,0.97,25,1,113548,113548,,0,,0,,
958,-190.56,155.69,0.87,25,1,113548,113548,,0,,0,,
959,-190.97,155.95,1.05,21|25,2,113548,117525,21,1,,0,,
960,-191.37,155.54,1.03,21|25,2,117525,117525,,0,,0,,
961,-191.90,155.57,1.05,21|25,2,117525,117525,,0,,0,,
962,-192.41,155.17,1.02,21|25,2,117525,117525,,0,,0,,
963,-193.17,155.62,1.02,21|25,2,117525,117525,,0,,0,,
964,-193.65,154.79,1.26,21|28,2,117525,117525,,0,,0,,
965,-194.12,154.81,1.16,21|25,2,117525,117525,,0,,0,,
966,-194.48,154.97,1.03,21|25,2,117525,117525,,0,,0,,
967,-195.08,154.95,1.01,21|25,2,117525,117525,,0,,0,,
968,-194.94,154.79,1.30,28|29,2,117525,117525,,0,,0,,
969,-195.29,154.53,1.23,21,1,117525,117525,,0,,0,,
970,-196.07,153.85,0.97,20|21|25,3,117525,111897,20,1,108|97|104|98,4,8.0|9.0|24.0|33.0,2130|1983|2176|2292
971,-196.45,154.33,1.13,21|25,2,111897,111897,,0,,0,,
972,-197.45,154.76,1.06,20|21|25,3,111897,111897,,0,,0,,
973,-197.30,154.27,1.14,20|21|25,3,111897,111897,,0,,0,,
974,-198.11,154.50,0.86,20|21|25,3,111897,111897,,0,,0,,
975,-198.62,153.95,0.99,20|21,2,111897,111897,,0,,0,,
976,-198.86,153.79,1.09,20|21|25,3,111897,111897,,0,,0,,
977,-199.20,153.61,1.22,20|21|25,3,111897,111897,,0,,0,,
978,-199.83,153.57,1.18,20|21|25,3,111897,111897,,0,,0,,
979,-200.09,153.96,1.08,20|21|25,3,111897,111897,,0,,0,,
980,-201.20,153.54,0.97,20|21,2,111897,111897,,0,,0,,
981,-200.92,153.47,0.97,20|21|25,3,111897,111897,,0,,0,,
982,-202.06,153.53,1.07,20|21|25,3,111897,111897,,0,,0,,
983,-201.94,153.21,1.05,20|21|25,3,111897,111897,,0,,0,,
984,-202.97,153.25,0.99,20|21,2,111897,111897,,0,,0,,
985,-202.89,152.57,1.24,21|25,2,111897,111897,,0,,0,,
986,-203.43,153.59,1.02,20|21|25,3,111897,111897,,0,,0,,
987,-204.01,152.86,1.14,20|21,2,111897,111897,,0,,0,,
988,-204.49,152.65,0.90,20|21|25,3,111897,111897,,0,,0,,
989,-204.73,152.72,1.14,21|25,2,111897,111897,,0,,0,,
990,-205.26,153.27,1.06,20|21,2,111897,111897,,0,,0,,
991,-205.47,152.30,1.11,20,1,111897,111897,,0,,0,,
992,-206.07,152.09,1.04,20|21|25,3,111897,111897,,0,,0,,
993,-206.66,152.72,1.20,21|25,2,111897,111897,,0,,0,,
994,-206.82,152.44,0.78,20|21,2,111897,111897,,0,,0,,
995,-207.40,152.26,0.94,20|21|25,3,111897,111897,,0,,0,,
996,-208.01,152.52,0.83,21|25,2,111897,111897,,0,,0,,
997,-208.01,152.57,1.23,20|21|25,3,111897,111897,,0,,0,,
998,-209.17,152.23,1.03,20|21,2,111897,111897,,0,,0,,
999,-209.34,151.83,0.82,20|21|25,3,111897,111897,,0,,0,,
1000,-210.32,152.16,1.10,20|21|25,3,111897,111897,,0,,0,,
1001,-210.53,152.01,1.16,20|21,2,111897,111897,,0,,0,,
1002,-211.01,151.94,0.99,21|25,2,111897,111897,,0,,0,,
1003,-211.14,152.34,0.98,20|21|25,3,111897,111897,,0,,0,,
1004,-212.10,152.19,1.20,20|21|25,3,111897,111897,,0,,0,,
1005,-213.01,152.24,1.34,20|21,2,111897,111897,,0,,0,,
1006,-213.00,151.57,1.05,20|21,2,111897,111897,,0,,0,,
1007,-213.56,151.56,1.03,20|21|25,3,111897,111897,,0,,0,,
1008,-213.39,151.58,1.07,21|25,2,111897,111897,,0,,0,,
1009,-214.18,151.90,0.77,20|21|25,3,111897,111897,,0,,0,,
1010,-214.51,151.46,1.22,20|21,2,111897,111897,,0,,0,,
1011,-215.25,151.14,1.04,20|21,2,111897,111897,,0,,0,,
1012,-215.33,151.13,1.27,20|21|25,3,111897,111897,,0,,0,,
1013,-215.99,151.03,1.06,20|21|25,3,111897,111897,,0,,0,,
1014,-216.39,151.36,1.04,20|21|25,3,111897,111897,,0,,0,,
1015,-217.18,151.21,1.13,20|21,2,111897,111897,,0,,0,,
1016,-217.15,151.21,0.92,20|21|25,3,111897,111897,,0,,0,,
1017,-217.68,151.25,1.12,20|21,2,111897,111897,,0,,0,,
1018,-218.09,150.78,0.99,20|21|25,3,111897,111897,,0,,0,,
1019,-218.61,151.19,1.18,20|21|25,3,111897,111897,,0,,0,,
1020,-219.26,151.02,1.20,20|21|25,3,111897,111897,,0,,0,,
1021,-219.45,151.19,1.24,20|21,2,111897,111897,,0,,0,,
1022,-220.51,150.68,1.10,20|21,2,111897,111897,,0,,0,,
1023,-220.57,150.70,0.99,20|21|25,3,111897,111897,,0,,0,,
1024,-221.01,150.65,1.29,20|21,2,111897,111897,,0,,0,,
1025,-221.52,150.43,1.00,21|25,2,111897,111897,,0,,0,,
1026,-222.30,151.39,0.99,20|21|25,3,111897,111897,,0,,0,,
1027,-222.54,150.68,1.07,20,1,111897,111897,,0,,0,,
1028,-222.64,150.73,0.97,21|25,2,111897,111897,,0,,0,,
1029,-223.67,151.29,1.10,20|21,2,111897,111897,,0,,0,,
1030,-224.32,150.40,1.09,20|21,2,111897,111897,,0,,0,,
1031,-224.56,150.39,1.02,20|21|25,3,111897,111897,,0,,0,,
1032,-225.36,150.68,1.01,20|21,2,111897,111897,,0,,0,,
1033,-225.54,150.55,0.93,20,1,111897,111897,,0,,0,,
1034,-225.51,150.17,1.07,20|21,2,111897,111897,,0,,0,,
1035,-226.36,150.34,1.03,20|21,2,111897,111897,,0,,0,,
1036,-227.32,149.81,1.13,20|21,2,111897,111897,,0,,0,,
1037,-227.40,149.95,0.71,21|25,2,111897,111897,,0,,0,,
1038,-227.97,150.61,0.94,20|21,2,111897,111897,,0,,0,,
1039,-228.25,150.06,0.99,20|21,2,111897,111897,,0,,0,,
1040,-228.71,150.12,0.92,20|21,2,111897,111897,,0,,0,,
1041,-229.42,150.16,1.01,20|21,2,111897,111897,,0,,0,,
1042,-229.79,149.83,1.00,20|21,2,111897,111897,,0,,0,,
1043,-229.61,149.71,1.24,20|21,2,111897,111897,,0,,0,,
1044,-230.76,149.69,0.93,20|21,2,111897,111897,,0,,0,,
1045,-230.96,149.88,1.01,20|21,2,111897,111897,,0,,0,,
1046,-231.43,149.89,1.05,20|21,2,111897,111897,,0,,0,,
1047,-232.02,149.77,1.09,20|21,2,111897,111897,,0,,0,,
1048,-232.08,149.13,1.18,21,1,111897,111897,,0,,0,,
1049,-232.64,149.95,0.99,20|21,2,111897,111897,,0,,0,,
1050,-233.48,149.28,1.00,20,1,111897,111897,,0,,0,,
1051,-233.00,148.73,1.16,20|21,2,111897,111897,,0,,0,,
1052,-234.16,149.38,0.99,21,1,111897,111897,,0,,0,,
1053,-234.75,149.22,1.11,20|21,2,111897,111897,,0,,0,,
1054,-235.39,148.65,0.94,20|21,2,111897,111897,,0,,0,,
1055,-235.31,148.48,1.11,21|25,2,111897,111897,,0,,0,,
1056,-235.95,149.20,1.03,21,1,111897,111897,,0,,0,,
1057,-236.76,148.82,1.09,20|21,2,111897,111897,,0,,0,,
1058,-236.81,148.85,1.06,20|21,2,111897,111897,,0,,0,,
1059,-237.22,148.94,1.22,20|21,2,111897,111897,,0,,0,,
1060,-237.73,148.32,1.11,20|21,2,111897,111897,,0,,0,,
1061,-238.35,148.68,0.91,21,1,111897,111897,,0,,0,,
1062,-239.04,148.89,1.20,21,1,111897,111897,,0,,0,,
1063,-239.48,148.89,0.94,20|21,2,111897,111897,,0,,0,,
1064,-239.75,147.98,1.13,20|21,2,111897,111897,,0,,0,,
1065,-240.29,148.51,0.94,21,1,111897,111897,,0,,0,,
1066,-240.62,148.18,0.86,20|21,2,111897,111897,,0,,0,,
1067,-241.03,148.37,0.97,20|21,2,111897,111897,,0,,0,,
1068,-241.18,148.21,1.09,20|21,2,111897,111897,,0,,0,,
1069,-242.09,147.86,0.87,19|20|21,3,111897,114612,19,1,,0,,
1070,-242.50,147.23,0.85,19|20,2,114612,114612,,0,,0,,
1071,-243.34,146.16,0.81,19|20,2,114612,114612,,0,,0,,
1072,-243.36,145.46,0.99,19|20,2,114612,114612,,0,,0,,
1073,-244.33,145.03,0.94,19|20,2,114612,114612,,0,,0,,
1074,-244.94,144.17,0.87,19|20,2,114612,114612,,0,,0,,
1075,-245.74,143.12,1.16,19|20,2,114612,114612,,0,,0,,
1076,-246.02,142.56,1.17,19|20,2,114612,114612,,0,,0,,
1077,-246.54,141.79,1.11,19|20,2,114612,114612,,0,,0,,
1078,-247.26,140.82,0.99,19|20,2,114612,114612,,0,,0,,
1079,-247.63,140.27,1.00,19|20,2,114612,114612,,0,,0,,
1080,-247.88,139.79,1.12,19|20,2,114612,114612,,0,,0,,
1081,-248.77,138.58,1.08,19|20,2,114612,114612,,0,,0,,
1082,-249.36,138.00,0.93,19|20,2,114612,114612,,0,,0,,
1083,-249.54,137.16,0.78,19|20,2,114612,114612,,0,,0,,
1084,-250.68,136.16,1.20,20,1,114612,114612,,0,,0,,
1085,-251.37,135.69,0.90,19,1,114612,114612,,0,,0,,
1086,-251.56,135.08,0.83,19|20,2,114612,114612,,0,,0,,
1087,-252.59,134.41,0.99,19|20,2,114612,114612,,0,,0,,
1088,-252.58,133.38,1.10,19|20,2,114612,114612,,0,,0,,
1089,-252.80,132.61,1.02,19,1,114612,114612,,0,,0,,
1090,-253.92,131.82,1.31,19,1,114612,114612,,0,,0,,
1091,-254.22,130.57,1.01,19,1,114612,114612,,0,,0,,
1092,-255.14,130.58,1.09,14,1,114612,116760,14,1,,0,,
1093,-255.45,129.89,1.25,14|19,2,116760,116760,,0,,0,,
1094,-256.02,129.12,0.94,14|19,2,116760,116760,,0,,0,,
1095,-256.57,128.07,1.18,19,1,116760,116760,,0,,0,,
1096,-256.74,127.18,1.12,14|19,2,116760,116760,,0,,0,,
1097,-257.44,126.33,0.88,14,1,116760,116760,,0,,0,,
1098,-258.55,126.02,1.23,14,1,116760,116760,,0,,0,,
1099,-258.79,125.11,0.89,19,1,116760,116760,,0,,0,,
1100,-259.18,123.64,1.04,14|19,2,116760,116760,,0,,0,,
1101,-260.06,123.38,1.03,14,1,116760,116760,,0,,0,,
1102,-260.26,122.89,1.00,19,1,116760,116760,,0,,0,,
1103,-260.44,121.86,1.38,13|14|19,3,116760,113235,13,1,99|94|95,3,47.0|71.0|86.0,2832|1557|2587
1104,-261.42,121.46,1.27,13|14,2,113235,113235,,0,,0,,
1105,-262.50,120.77,1.08,13|14,2,113235,113235,,0,,0,,
1106,-263.02,120.24,1.13,13|14,2,113235,113235,,0,,0,,
1107,-263.65,120.11,1.11,13|14,2,113235,113235,,0,,0,,
1108,-264.59,120.04,1.08,13|14,2,113235,113235,,0,,0,,
1109,-264.86,119.24,1.20,13|14,2,113235,113235,,0,,0,,
1110,-265.83,119.26,0.90,13|14,2,113235,113235,,0,,0,,
1111,-266.59,119.31,0.94,13|14,2,113235,113235,,0,,0,,
1112,-266.73,118.77,1.02,13|14,2,113235,113235,,0,,0,,
1113,-267.65,118.71,0.95,13|14,2,113235,113235,,0,,0,,
1114,-268.74,118.29,1.14,13|14,2,113235,113235,,0,,0,,
1115,-269.59,117.82,1.10,13|14,2,113235,113235,,0,,0,,
1116,-269.58,117.27,0.81,13|14,2,113235,113235,,0,,0,,
1117,-271.00,117.61,1.26,13|14,2,113235,113235,,0,,0,,
1118,-271.46,117.15,0.91,13|14,2,113235,113235,,0,,0,,
1119,-272.15,116.80,1.04,13|14,2,113235,113235,,0,,0,,
1120,-272.59,116.18,1.17,13|14,2,113235,113235,,0,,0,,
1121,-273.68,116.62,1.13,13|14,2,113235,113235,,0,,0,,
1122,-274.11,115.83,1.24,13|14,2,113235,113235,,0,,0,,
1123,-274.73,115.18,0.92,13|14,2,113235,113235,,0,,0,,
1124,-276.08,115.55,1.16,13|14,2,113235,113235,,0,,0,,
1125,-276.40,115.47,0.99,13|14,2,113235,113235,,0,,0,,
1126,-277.27,114.96,1.05,13|14,2,113235,113235,,0,,0,,
1127,-278.09,114.27,0.94,13|14,2,113235,113235,,0,,0,,
1128,-278.57,114.26,1.14,13|14,2,113235,113235,,0,,0,,
1129,-279.91,114.34,0.86,13|14,2,113235,113235,,0,,0,,
1130,-280.16,113.91,1.10,13|14,2,113235,113235,,0,,0,,
1131,-280.28,113.71,1.06,13|14,2,113235,113235,,0,,0,,
1132,-281.30,113.51,0.84,13|14,2,113235,113235,,0,,0,,
1133,-282.00,112.61,1.00,13|14,2,113235,113235,,0,,0,,
1134,-283.02,112.85,1.10,13|14,2,113235,113235,,0,,0,,
1135,-283.32,112.15,0.81,13|14,2,113235,113235,,0,,0,,
1136,-284.32,112.32,1.08,13|14,2,113235,113235,,0,,0,,
1137,-285.23,111.72,1.11,13|14,2,113235,113235,,0,,0,,
1138,-286.17,111.28,0.91,13|14,2,113235,113235,,0,,0,,
1139,-286.50,111.12,1.24,13|14,2,113235,113235,,0,,0,,
1140,-287.30,111.06,1.07,13|14,2,113235,113235,,0,,0,,
1141,-288.05,110.77,1.21,13|14,2,113235,113235,,0,,0,,
1142,-288.56,109.55,0.93,13|14,2,113235,113235,,0,,0,,
1143,-289.75,110.22,1.05,13|14,2,113235,113235,,0,,0,,
1144,-289.92,109.77,1.14,13|14,2,113235,113235,,0,,0,,
1145,-290.80,109.61,0.93,13|14,2,113235,113235,,0,,0,,
1146,-291.45,109.10,0.94,13|14,2,113235,113235,,0,,0,,
1147,-292.35,108.82,1.33,13|14,2,113235,113235,,0,,0,,
1148,-293.08,108.63,1.07,13|14,2,113235,113235,,0,,0,,
1149,-293.95,108.56,0.91,13|14,2,113235,113235,,0,,0,,
1150,-294.88,108.24,1.01,13|14,2,113235,113235,,0,,0,,
1151,-295.33,108.02,1.26,13|14,2,113235,113235,,0,,0,,
1152,-295.92,107.97,1.07,13|14,2,113235,113235,,0,,0,,
1153,-296.84,107.08,1.13,13|14,2,113235,113235,,0,,0,,
1154,-297.37,107.45,1.10,13|14,2,113235,113235,,0,,0,,
1155,-297.73,106.78,0.99,13|14,2,113235,113235,,0,,0,,
1156,-298.89,106.60,0.95,12|13|14,3,113235,116917,12,1,,0,,
1157,-299.07,105.66,1.36,13|14,2,116917,116917,,0,,0,,
1158,-299.99,106.49,0.93,14,1,116917,116917,,0,,0,,
1159,-300.67,105.80,0.93,12|13|14,3,116917,116917,,0,,0,,
1160,-301.55,105.50,0.93,13|14,2,116917,116917,,0,,0,,
